Date,Team,Acquired,Relinquished,Notes
10/21/2019,Raptors,,Rondae Hollis-Jefferson,placed on IL with left groin injury
10/22/2019,Clippers,,Paul George,placed on IL with right shoulder injury
10/22/2019,Clippers,,Rodney McGruder,placed on IL with sprained right ankle
10/22/2019,Lakers,,DeMarcus Cousins,placed on IL recovering from surery on left knee to repair torn ACL
10/22/2019,Lakers,,Kyle Kuzma,placed on IL with stress reaction in left ankle/foot
10/22/2019,Lakers,,Rajon Rondo,placed on IL with right calf injury
10/22/2019,Pelicans,,Zion Williamson,placed on IL recovering from surgery on right knee to repair torn meniscus
10/22/2019,Suns,,Cameron Johnson,placed on IL with left calf injury
10/23/2019,76ers,,Zhaire Smith,placed on IL
10/23/2019,Blazers,,Jusuf Nurkic,placed on IL
10/23/2019,Blazers,,Pau Gasol,placed on IL with left foot injury
10/23/2019,Bulls,,Adam Mokoka,placed on IL
10/23/2019,Bulls,,Chandler Hutchison,placed on IL with strained left hamstring
10/23/2019,Bulls,,Cristiano Felicio,placed on IL
10/23/2019,Bulls,,Max Strus,placed on IL
10/23/2019,Cavaliers,,Ante Zizic,placed on IL with left foot injury
10/23/2019,Cavaliers,,John Henson,placed on IL with sprained right ankle
10/23/2019,Celtics,,Romeo Langford,placed on IL with sore right knee
10/23/2019,Grizzlies,,Andre Iguodala,placed on IL
10/23/2019,Heat,,Dion Waiters,placed on IL
10/23/2019,Heat,,James Johnson,placed on IL for conditioning
10/23/2019,Heat,,Udonis Haslem,placed on IL with sprained left wrist (DTD)
10/23/2019,Jazz,,Dante Exum,placed on IL with right knee injury
10/23/2019,Kings,,Harry Giles,placed on IL with sore left knee
10/23/2019,Knicks,,Kadeem Allen,placed on IL with sore right knee
10/23/2019,Knicks,,Mitchell Robinson,placed on IL with sprained right ankle
10/23/2019,Knicks,,Reggie Bullock,placed on IL with surgery on neck
10/23/2019,Mavericks,,Dwight Powell,placed on IL with strained left hamstring
10/23/2019,Mavericks,,Ryan Broekhoff,placed on IL with sprained right ankle
10/23/2019,Nets,,Nicolas Claxton,placed on IL
10/23/2019,Nuggets,,Bol Bol,placed on IL with left foot injury
10/23/2019,Pistons,,Blake Griffin,placed on IL with left hamstring injury
10/23/2019,Pistons,,Jordan Bone,placed on IL
10/23/2019,Pistons,,Sekou Doumbouya,placed on IL
10/23/2019,Suns,,Jalen Lecque,placed on IL
10/23/2019,Suns,,Ty Jerome,placed on IL with sprained right ankle
10/23/2019,Thunder,,Andre Roberson,placed on IL with left knee injury
10/23/2019,Timberwolves,,Keita Bates-Diop,placed on IL
10/23/2019,Timberwolves,,Naz Reid,placed on IL with sore right shoulder
10/23/2019,Wizards,,C.J. Miles,placed on IL with left foot injury
10/23/2019,Wizards,,Ian Mahinmi,placed on IL with right Achilles injury
10/23/2019,Wizards,,Troy Brown Jr.,placed on IL with strained left calf
10/24/2019,Bucks,,Dragan Bender,placed on IL
10/24/2019,Bucks,,Frank Mason,placed on IL
10/24/2019,Hawks,,Allen Crabbe,placed on IL with right knee injury
10/24/2019,Hawks,,Chandler Parsons,placed on IL with knee injury
10/24/2019,Rockets,,Nene / Nene Hilario / Maybyner Hilario,placed on IL with adductor injury
10/24/2019,Warriors,,Alec Burks,placed on IL with sprained right ankle
10/24/2019,Warriors,,Willie Cauley-Stein,placed on IL with left foot injury
10/25/2019,Celtics,,Enes Kanter,placed on IL with bruised left knee
10/25/2019,Hornets,,Nicolas Batum,placed on IL with fractured finger
10/25/2019,Jazz,,Bojan Bogdanovic,placed on IL with sprained left ankle
10/25/2019,Kings,,Marvin Bagley III,placed on IL with fractured right thumb
10/25/2019,Knicks,Mitchell Robinson,,activated from IL
10/25/2019,Mavericks,,Isaiah Roby,placed on IL
10/25/2019,Mavericks,Ryan Broekhoff,,activated from IL
10/26/2019,76ers,,Joel Embiid,placed on IL with sprained right ankle
10/26/2019,Cavaliers,John Henson,,activated from IL
10/26/2019,Celtics,,Daniel Theis,placed on IL with sprained left ankle
10/26/2019,Celtics,,Tacko Fall,placed on IL with concussion
10/26/2019,Celtics,Tacko Fall,,activated from IL
10/26/2019,Heat,Udonis Haslem,,activated from IL
10/26/2019,Jazz,Bojan Bogdanovic,,activated from IL
10/26/2019,Pacers,,Jeremy Lamb,placed on IL with right hip pointer
10/26/2019,Pelicans,,Jrue Holiday,placed on IL with sprained left knee
10/26/2019,Pistons,,Reggie Jackson (Shon),placed on IL with back injury
10/26/2019,Pistons,Jordan Bone,,activated from IL
10/26/2019,Raptors,Rondae Hollis-Jefferson,,activated from IL
10/26/2019,Suns,,Ricky Rubio,placed on IL with bruised left knee
10/26/2019,Suns,Cameron Johnson,,activated from IL
10/27/2019,Heat,,Derrick Jones Jr.,placed on IL with strained left groin
10/27/2019,Warriors,,Kevon Looney,placed on IL with neuropathy
10/28/2019,76ers,Joel Embiid,,activated from IL
10/28/2019,Blazers,,Zach Collins,placed on IL with left shoulder injury
10/28/2019,Cavaliers,,John Henson,placed on IL with strained right hamstring
10/28/2019,Pistons,,Jordan Bone,placed on IL
10/28/2019,Raptors,Patrick McCaw,,activated from IL
10/28/2019,Suns,Ricky Rubio,,activated from IL
10/28/2019,Suns,,Jared Harper,placed on IL
10/29/2019,Hawks,,Evan Turner,placed on IL with left Achilles injury
10/29/2019,Knicks,,Elfrid Payton,placed on IL with strained right hamstring
10/29/2019,Mavericks,,Ryan Broekhoff,placed on IL
10/29/2019,Mavericks,Dwight Powell,,activated from IL
10/29/2019,Wizards,Troy Brown Jr.,,activated from IL
10/30/2019,76ers,,Shake Milton,placed on IL with left knee injury
10/30/2019,Celtics,,Jaylen Brown,placed on IL with illness
10/30/2019,Celtics,Daniel Theis,,activated from IL
10/30/2019,Celtics,Romeo Langford,,activated from IL
10/30/2019,Clippers,,Kawhi Leonard,placed on IL
10/30/2019,Clippers,Rodney McGruder,,activated from IL
10/30/2019,Pacers,,Edmond Sumner,placed on IL with fractured right hand
10/30/2019,Pacers,Jeremy Lamb,,activated from IL
10/30/2019,Thunder,,Steven Adams,placed on IL with bruised left knee
10/30/2019,Warriors,,Jacob Evans,placed on IL with strained left adductor
10/30/2019,Warriors,Alec Burks,,activated from IL
10/30/2019,Warriors,Willie Cauley-Stein,,activated from IL
10/31/2019,Cavaliers,,Matthew Dellavedova,placed on IL for personal reasons (birth of child)
10/31/2019,Clippers,Kawhi Leonard,,activated from IL
10/31/2019,Hawks,,Trae Young,placed on IL with sprained right ankle
10/31/2019,Heat,,K.Z. Okpala,placed on IL with left Achilles injury
10/31/2019,Heat,James Johnson,,activated from IL
10/31/2019,Nuggets,,Will Barton,placed on IL with toe injury
10/31/2019,Pelicans,Jrue Holiday,,activated from IL
11/1/2019,Bucks,,Kyle Korver,placed on IL
11/1/2019,Celtics,,Robert Williams III,placed on IL with sore left hip
11/1/2019,Knicks,Kadeem Allen,,activated from IL
11/1/2019,Lakers,Kyle Kuzma,,activated from IL
11/1/2019,Magic,,Michael Carter-Williams,placed on IL with bruised left hip
11/1/2019,Pacers,,Myles Turner,placed on IL with sprained right ankle
11/1/2019,Warriors,,Stephen Curry,placed on IL with fractured left hand
11/2/2019,Bucks,Kyle Korver,,activated from IL
11/2/2019,Jazz,,Ed Davis (Adam),placed on IL with fractured fibula in left leg
11/2/2019,Magic,,Melvin Frazier Jr.,placed on IL with bruised left shoulder
11/2/2019,Pistons,,Tim Frazier,placed on IL with strained right shoulder
11/2/2019,Pistons,Jordan Bone,,activated from IL
11/2/2019,Wizards,,Jordan McRae,placed on IL with fractured finger
11/3/2019,Bulls,Chandler Hutchison,,activated from IL
11/3/2019,Heat,Dion Waiters,,activated from IL
11/3/2019,Jazz,,Emmanuel Mudiay,placed on IL with left hamstring injury
11/3/2019,Mavericks,,Maximilian Kleber / Maxi Kleber,placed on IL with bruised right knee
11/3/2019,Mavericks,Ryan Broekhoff,,activated from IL
11/3/2019,Pacers,,Domantas Sabonis / Domas Sabonis,placed on IL with left calf injury
11/4/2019,Blazers,,Zach Collins,placed on IL with surgery on left shoulder
11/4/2019,Grizzlies,,Grayson Allen,placed on IL with sore left ankle
11/4/2019,Grizzlies,,Jaren Jackson Jr.,placed on IL with sore right knee
11/4/2019,Nets,Nicolas Claxton,,activated from IL
11/4/2019,Pistons,,Derrick Rose,placed on IL with right hamstring injury
11/4/2019,Wizards,C.J. Miles,,activated from IL
11/5/2019,Cavaliers,Matthew Dellavedova,,activated from IL
11/5/2019,Celtics,,Romeo Langford,placed on IL with illness
11/5/2019,Celtics,Robert Williams III,,activated from IL
11/5/2019,Hawks,Trae Young,,activated from IL
11/5/2019,Heat,,Dion Waiters,placed on IL
11/5/2019,Heat,Derrick Jones Jr.,,activated from IL
11/5/2019,Magic,Michael Carter-Williams,,activated from IL
11/5/2019,Nuggets,,Vlatko Cancar,placed on IL
11/5/2019,Nuggets,Will Barton,,activated from IL
11/5/2019,Thunder,Steven Adams,,activated from IL
11/5/2019,Celtics,Enes Kanter,,activated from IL
11/5/2019,Magic,Melvin Frazier Jr.,,activated from IL
11/6/2019,Clippers,,Kawhi Leonard,placed on IL
11/6/2019,Grizzlies,Jaren Jackson Jr.,,activated from IL
11/6/2019,Magic,,Terrence Ross,placed on IL with sore right knee
11/6/2019,Mavericks,,Ryan Broekhoff,placed on IL
11/6/2019,Mavericks,Maximilian Kleber / Maxi Kleber,,activated from IL
11/6/2019,Pacers,,Jeremy Lamb,placed on IL with sprained left ankle
11/6/2019,Pacers,Domantas Sabonis / Domas Sabonis,,activated from IL
11/6/2019,Raptors,,Patrick McCaw,placed on IL with left knee injury
11/6/2019,Rockets,,Eric Gordon,placed on IL with left hamstring injury
11/6/2019,Timberwolves,,Jeff Teague,placed on IL with illness
11/6/2019,Warriors,,Draymond Green,placed on IL with left index finger injury
11/6/2019,Wizards,Jordan McRae,,activated from IL
11/7/2019,Celtics,,Enes Kanter,placed on IL with bruised left knee
11/7/2019,Celtics,Jaylen Brown,,activated from IL
11/7/2019,Clippers,Kawhi Leonard,,activated from IL
11/7/2019,Heat,,Justise Winslow,placed on IL with concussion
11/8/2019,76ers,,Ben Simmons,placed on IL with right shoulder injury
11/8/2019,Kings,Harry Giles,,activated from IL
11/8/2019,Knicks,,Mitchell Robinson,placed on IL with concussion
11/8/2019,Nets,,DeAndre Jordan,placed on IL with sprained left ankle
11/8/2019,Pacers,,Goga Bitadze,placed on IL with concussion
11/9/2019,Bucks,,Kyle Korver,placed on IL with bruised head
11/9/2019,Bulls,,Otto Porter Jr.,placed on IL with sprained left foot
11/9/2019,Grizzlies,,Brandon Clarke,placed on IL with back injury
11/9/2019,Mavericks,Ryan Broekhoff,,activated from IL
11/9/2019,Pelicans,,Lonzo Ball,placed on IL with strained right adductor
11/9/2019,Raptors,,Serge Ibaka,placed on IL with sprained right ankle
11/9/2019,Rockets,Eric Gordon,,activated from IL
11/10/2019,Hawks,Allen Crabbe,,activated from IL
11/10/2019,Magic,Terrence Ross,,activated from IL
11/10/2019,Nets,DeAndre Jordan,,activated from IL
11/10/2019,Raptors,,Kyle Lowry,placed on IL with fractured left thumb
11/10/2019,Thunder,,Steven Adams,placed on IL with bruised left knee
11/11/2019,Celtics,,Gordon Hayward,placed on IL with fractured left hand
11/11/2019,Celtics,Enes Kanter,,activated from IL
11/11/2019,Grizzlies,Brandon Clarke,,activated from IL
11/11/2019,Jazz,Emmanuel Mudiay,,activated from IL
11/11/2019,Mavericks,,Ryan Broekhoff,placed on IL
11/11/2019,Pistons,,Khyri Thomas,placed on IL with stress reaction in right foot
11/11/2019,Pistons,Blake Griffin,,activated from IL
11/11/2019,Pistons,Derrick Rose,,activated from IL
11/11/2019,Pistons,Tim Frazier,,activated from IL
11/11/2019,Warriors,Draymond Green,,activated from IL
11/11/2019,Celtics,Romeo Langford,,activated from IL
11/12/2019,76ers,,Trey Burke,placed on IL with left calf injury
11/12/2019,76ers,Ben Simmons,,activated from IL
11/12/2019,76ers,Shake Milton,,activated from IL
11/12/2019,Heat,,James Johnson,placed on IL with illness
11/12/2019,Kings,,De'Aaron Fox,placed on IL with sprained left ankle
11/12/2019,Lakers,Rajon Rondo,,activated from IL
11/12/2019,Nets,,Caris LeVert,placed on IL with right thumb injury (surgery)
11/12/2019,Rockets,,Eric Gordon,placed on IL with surgery on right knee
11/12/2019,Thunder,Steven Adams,,activated from IL
11/12/2019,Warriors,,Damion Lee,placed on IL with fractured right hand
11/13/2019,76ers,Trey Burke,,activated from IL
11/13/2019,Celtics,,Daniel Theis,placed on IL with finger injury
11/13/2019,Clippers,,Landry Shamet,placed on IL with sprained left ankle
11/13/2019,Hornets,,Dwayne Bacon,placed on IL with sore right knee
11/13/2019,Lakers,,Anthony Davis,placed on IL with sore right shoulder
11/13/2019,Raptors,,Ogugua Anunoby / O.G. Anunoby,placed on IL with right eye injury
11/13/2019,Rockets,,Danuel House,placed on IL with back injury
11/13/2019,Timberwolves,Jeff Teague,,activated from IL
11/14/2019,Bucks,,Khris Middleton,placed on IL with left thigh injury
11/14/2019,Bucks,Kyle Korver,,activated from IL
11/14/2019,Clippers,,Patrick Beverley,placed on IL with left calf injury
11/14/2019,Clippers,Paul George,,activated from IL
11/14/2019,Hawks,,Kevin Huerter,placed on IL with strained rotator cuff in left shoulder
11/14/2019,Heat,James Johnson,,activated from IL
11/14/2019,Knicks,Mitchell Robinson,,activated from IL
11/15/2019,Celtics,,Romeo Langford,placed on IL
11/15/2019,Celtics,Daniel Theis,,activated from IL
11/15/2019,Kings,,Trevor Ariza,placed on IL with right groin injury
11/15/2019,Lakers,,Avery Bradley,placed on IL with right leg injury
11/15/2019,Lakers,Anthony Davis,,activated from IL
11/15/2019,Magic,,Jonathan Isaac,placed on IL with sprained right ankle
11/15/2019,Pacers,Goga Bitadze,,activated from IL
11/15/2019,Pistons,,Jordan Bone,placed on IL
11/15/2019,Rockets,,Clint Capela,placed on IL with concussion
11/15/2019,Timberwolves,,Andrew Wiggins,placed on IL for personal reasons
11/15/2019,Timberwolves,Keita Bates-Diop,,activated from IL
11/15/2019,Jazz,Dante Exum,,activated from IL
11/16/2019,Clippers,,Kawhi Leonard,placed on IL with bruised left knee
11/16/2019,Hawks,Chandler Parsons,,activated from IL
11/16/2019,Hawks,Evan Turner,,activated from IL
11/16/2019,Hornets,Dwayne Bacon,,activated from IL
11/16/2019,Hornets,Nicolas Batum,,activated from IL
11/16/2019,Pacers,,Malcolm Brogdon,placed on IL with sore lower back
11/16/2019,Pacers,,T.J. McConnell,placed on IL with right groin injury
11/16/2019,Pacers,Myles Turner,,activated from IL
11/16/2019,Pelicans,,Jahlil Okafor,placed on IL with sprained left ankle
11/16/2019,Raptors,Ogugua Anunoby / O.G. Anunoby,,activated from IL
11/17/2019,Cavaliers,,Larry Nance Jr.,placed on IL with sprained left thumb
11/17/2019,Cavaliers,Ante Zizic,,activated from IL
11/17/2019,Kings,Trevor Ariza,,activated from IL
11/17/2019,Pelicans,,Derrick Favors,placed on IL with lower back spasms
11/17/2019,Timberwolves,,Andrew Wiggins,placed on IL with illness
11/17/2019,Pelicans,Jahlil Okafor,,activated from IL
11/18/2019,Bulls,,Luke Kornet,placed on IL recovering from surgery on sinus
11/18/2019,Cavaliers,,Kevin Love,placed on IL with bruised lower back
11/18/2019,Clippers,Patrick Beverley,,activated from IL
11/18/2019,Nets,,Kyrie Irving,placed on IL with right shoulder injury
11/18/2019,Raptors,,Stanley Johnson,placed on IL with left groin injury
11/18/2019,Rockets,Clint Capela,,activated from IL
11/18/2019,Rockets,Danuel House,,activated from IL
11/18/2019,Timberwolves,,Shabazz Napier,placed on IL with strained right hamstring
11/18/2019,Timberwolves,Naz Reid,,activated from IL
11/19/2019,Kings,,Trevor Ariza,placed on IL with right groin injury
11/20/2019,76ers,,Josh Richardson,placed on IL with right hip flexor injury
11/20/2019,Bulls,,Chandler Hutchison,placed on IL with shin injury
11/20/2019,Bulls,Max Strus,,activated from IL
11/20/2019,Cavaliers,,Brandon Knight,placed on IL with sprained right ankle
11/20/2019,Cavaliers,,Tristan Thompson,placed on IL
11/20/2019,Cavaliers,Kevin Love,,activated from IL
11/20/2019,Cavaliers,Larry Nance Jr.,,activated from IL
11/20/2019,Clippers,Kawhi Leonard,,activated from IL
11/20/2019,Jazz,,Nigel Williams-Goss,placed on IL
11/20/2019,Magic,,Michael Carter-Williams,placed on IL with hip injury
11/20/2019,Magic,Jonathan Isaac,,activated from IL
11/20/2019,Mavericks,,Seth Curry,placed on IL with illness
11/20/2019,Mavericks,Ryan Broekhoff,,activated from IL
11/20/2019,Spurs,,Derrick White,placed on IL with sore left foot
11/20/2019,Timberwolves,,Jake Layman,placed on IL with toe injury
11/20/2019,Timberwolves,,Naz Reid,placed on IL
11/20/2019,Timberwolves,Shabazz Napier,,activated from IL
11/20/2019,Blazers,Pau Gasol,,activated from IL
11/21/2019,Blazers,,Hassan Whiteside,placed on IL with right hip injury
11/21/2019,Pelicans,Lonzo Ball,,activated from IL
11/22/2019,Cavaliers,Brandon Knight,,activated from IL
11/22/2019,Cavaliers,Tristan Thompson,,activated from IL
11/22/2019,Hawks,,Cameron Reddish / Cam Reddish,placed on IL with sprained left wrist
11/22/2019,Rockets,,Danuel House,placed on IL with sore left shoulder
11/23/2019,76ers,,Furkan Korkmaz,placed on IL with sprained left ankle
11/23/2019,76ers,Josh Richardson,,activated from IL
11/23/2019,Blazers,,Damian Lillard,placed on IL with back spasms
11/23/2019,Blazers,Damian Lillard,,activated from IL
11/23/2019,Bucks,,Ersan Ilyasova,placed on IL with sore left heel
11/23/2019,Bucks,Dragan Bender,,activated from IL
11/23/2019,Bulls,Chandler Hutchison,,activated from IL
11/23/2019,Grizzlies,Grayson Allen,,activated from IL
11/23/2019,Magic,,Aaron Gordon,placed on IL with bruised right ankle
11/23/2019,Pacers,,JaKarr Sampson,placed on IL with sore back
11/23/2019,Pacers,Jeremy Lamb,,activated from IL
11/23/2019,Pacers,T.J. McConnell,,activated from IL
11/23/2019,Pistons,,Blake Griffin,placed on IL with left hamstring injury
11/23/2019,Pistons,,Tony Snell,placed on IL with strained left hip
11/23/2019,Pistons,Jordan Bone,,activated from IL
11/23/2019,Pistons,Sekou Doumbouya,,activated from IL
11/23/2019,Raptors,,Dewan Hernandez,placed on IL with sprained right thumb
11/23/2019,Spurs,Derrick White,,activated from IL
11/23/2019,Timberwolves,,Robert Covington,placed on IL for personal reasons
11/24/2019,Mavericks,,Ryan Broekhoff,placed on IL
11/24/2019,Mavericks,Seth Curry,,activated from IL
11/24/2019,Rockets,Danuel House,,activated from IL
11/25/2019,76ers,,Kyle O'Quinn,placed on IL with strained left calf
11/25/2019,76ers,Furkan Korkmaz,,activated from IL
11/25/2019,Blazers,,Gary Trent Jr.,placed on IL with strained right hamstring
11/25/2019,Blazers,Hassan Whiteside,,activated from IL
11/25/2019,Bucks,,George Hill,placed on IL with sore back
11/25/2019,Bucks,Ersan Ilyasova,,activated from IL
11/25/2019,Bulls,,Max Strus,placed on IL
11/25/2019,Celtics,,Daniel Theis,placed on IL with illness
11/25/2019,Celtics,,Kemba Walker,placed on IL with sprained neck
11/25/2019,Hawks,Cameron Reddish / Cam Reddish,,activated from IL
11/25/2019,Jazz,,Rudy Gobert,placed on IL with sprained left ankle
11/25/2019,Nets,,DeAndre Jordan,placed on IL with sore left ankle
11/25/2019,Pacers,,Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long,placed on IL
11/25/2019,Pacers,Malcolm Brogdon,,activated from IL
11/25/2019,Pistons,,Jordan Bone,placed on IL
11/25/2019,Pistons,,Sekou Doumbouya,placed on IL
11/25/2019,Pistons,Blake Griffin,,activated from IL
11/25/2019,Pistons,Tony Snell,,activated from IL
11/25/2019,Raptors,,Matt Thomas,placed on IL with fractured finger
11/25/2019,Thunder,,Hamidou Diallo,placed on IL with sprained right elbow
11/25/2019,Timberwolves,,Shabazz Napier,placed on IL
11/27/2019,Bucks,,Dragan Bender,placed on IL
11/27/2019,Bucks,,Thanasis Antetokounmpo,placed on IL with illness
11/27/2019,Bucks,Frank Mason,,activated from IL
11/27/2019,Bucks,Khris Middleton,,activated from IL
11/27/2019,Bulls,Luke Kornet,,activated from IL
11/27/2019,Bulls,Max Strus,,activated from IL
11/27/2019,Celtics,Daniel Theis,,activated from IL
11/27/2019,Celtics,Kemba Walker,,activated from IL
11/27/2019,Heat,,Derrick Jones Jr.,placed on IL with strained left hip
11/27/2019,Heat,Justise Winslow,,activated from IL
11/27/2019,Hornets,,Cody Zeller,placed on IL with bruised left hip
11/27/2019,Jazz,Rudy Gobert,,activated from IL
11/27/2019,Rockets,,Clint Capela,placed on IL with illness
11/27/2019,Spurs,,Chimezie Metu,placed on IL with sore left foot
11/27/2019,Suns,,Deandre Ayton,placed on IL with sprained right ankle
11/27/2019,Timberwolves,Shabazz Napier,,activated from IL
11/27/2019,Wizards,,C.J. Miles,placed on IL with left wrist injury
11/29/2019,76ers,,Josh Richardson,placed on IL with right hamstring injury
11/29/2019,76ers,Zhaire Smith,,activated from IL
11/29/2019,Bucks,,Kyle Korver,placed on IL with sore right elbow
11/29/2019,Bucks,,Sterling Brown,placed on IL with sprained right shoulder
11/29/2019,Bucks,George Hill,,activated from IL
11/29/2019,Bulls,,Chandler Hutchison,placed on IL with right shoulder injury
11/29/2019,Jazz,,Juwan Morgan,placed on IL
11/29/2019,Jazz,Ed Davis (Adam),,activated from IL
11/29/2019,Magic,Aaron Gordon,,activated from IL
11/29/2019,Nets,DeAndre Jordan,,activated from IL
11/29/2019,Warriors,,D'Angelo Russell,placed on IL with sprained right thumb
11/30/2019,76ers,Kyle O'Quinn,,activated from IL
11/30/2019,Bucks,,Brook Lopez,placed on IL with sore back
11/30/2019,Bucks,Dragan Bender,,activated from IL
11/30/2019,Bucks,Kyle Korver,,activated from IL
11/30/2019,Hawks,,Cameron Reddish / Cam Reddish,placed on IL with sprained left wrist
11/30/2019,Hornets,Cody Zeller,,activated from IL
11/30/2019,Rockets,,Danuel House,placed on IL with illness
12/1/2019,Clippers,,Rodney McGruder,placed on IL with strained right hamstring
12/1/2019,Grizzlies,,Ja Morant,placed on IL with back spasms
12/1/2019,Grizzlies,,Jonas Valanciunas,placed on IL with illness
12/1/2019,Grizzlies,,Kyle Anderson,placed on IL with right heel injury
12/1/2019,Heat,Derrick Jones Jr.,,activated from IL
12/1/2019,Jazz,Nigel Williams-Goss,,activated from IL
12/1/2019,Magic,,Al-Farouq Aminu,placed on IL with right knee injury (out for season)
12/1/2019,Pistons,Sekou Doumbouya,,activated from IL
12/1/2019,Raptors,Dewan Hernandez,,activated from IL
12/1/2019,Raptors,Serge Ibaka,,activated from IL
12/1/2019,Spurs,,LaMarcus Aldridge,placed on IL with right thigh injury
12/1/2019,Spurs,Chimezie Metu,,activated from IL
12/2/2019,76ers,,Trey Burke,placed on IL with illness
12/2/2019,76ers,,Zhaire Smith,placed on IL
12/2/2019,Bucks,,Frank Mason,placed on IL
12/2/2019,Bucks,Thanasis Antetokounmpo,,activated from IL
12/2/2019,Grizzlies,Jonas Valanciunas,,activated from IL
12/2/2019,Hawks,,Allen Crabbe,placed on IL with illness
12/2/2019,Hawks,Cameron Reddish / Cam Reddish,,activated from IL
12/2/2019,Kings,Trevor Ariza,,activated from IL
12/2/2019,Knicks,,Marcus Morris,placed on IL with neck spasms
12/2/2019,Suns,,Cheick Diallo,placed on IL with illness
12/2/2019,Suns,Ty Jerome,,activated from IL
12/2/2019,Warriors,Kevon Looney,,activated from IL
12/3/2019,Cavaliers,John Henson,,activated from IL
12/3/2019,Heat,,Goran Dragic,placed on IL with strained right groin
12/3/2019,Heat,Dion Waiters,,activated from IL
12/3/2019,Magic,Michael Carter-Williams,,activated from IL
12/3/2019,Raptors,Kyle Lowry,,activated from IL
12/3/2019,Rockets,Clint Capela,,activated from IL
12/3/2019,Spurs,LaMarcus Aldridge,,activated from IL
12/3/2019,Wizards,,Thomas Bryant,placed on IL with right foot injury
12/4/2019,Bucks,,Dragan Bender,placed on IL
12/4/2019,Bucks,Brook Lopez,,activated from IL
12/4/2019,Bucks,Sterling Brown,,activated from IL
12/4/2019,Bulls,,Max Strus,placed on IL
12/4/2019,Hawks,,Chandler Parsons,placed on IL with flu
12/4/2019,Hawks,,De'Andre Hunter,placed on IL with right index finger injury
12/4/2019,Hawks,Kevin Huerter,,activated from IL
12/4/2019,Jazz,,Mike Conley Jr.,placed on IL with left hamstring injury
12/4/2019,Kings,,Bogdan Bogdanovic,placed on IL with bruised right knee
12/4/2019,Magic,,Michael Carter-Williams,placed on IL with nose injury
12/4/2019,Suns,Cheick Diallo,,activated from IL
12/4/2019,Warriors,D'Angelo Russell,,activated from IL
12/4/2019,Jazz,Juwan Morgan,,activated from IL
12/5/2019,76ers,Trey Burke,,activated from IL
12/5/2019,Knicks,Elfrid Payton,,activated from IL
12/5/2019,Knicks,Marcus Morris,,activated from IL
12/5/2019,Pacers,Edmond Sumner,,activated from IL
12/5/2019,Rockets,Danuel House,,activated from IL
12/5/2019,Wizards,,Jordan McRae,placed on IL with surgery on finger
12/5/2019,Wizards,Ian Mahinmi,,activated from IL
12/6/2019,Cavaliers,,Kevin Love,placed on IL with illness
12/6/2019,Heat,,Dion Waiters,placed on IL with illness
12/6/2019,Kings,Bogdan Bogdanovic,,activated from IL
12/6/2019,Magic,Michael Carter-Williams,,activated from IL
12/6/2019,Pistons,,Sekou Doumbouya,placed on IL
12/6/2019,Thunder,,Terrance Ferguson,placed on IL with right hip injury
12/6/2019,Timberwolves,,Andrew Wiggins,placed on IL with sprained left thumb
12/6/2019,Wizards,,Isaiah Thomas,placed on IL with strained left calf
12/7/2019,76ers,,Joel Embiid,placed on IL with bruised left hip
12/7/2019,Blazers,,Rodney Hood,placed on IL with torn left Achilles tendon (out for season)
12/7/2019,Cavaliers,Kevin Love,,activated from IL
12/7/2019,Grizzlies,,Brandon Clarke,placed on IL with left oblique injury
12/7/2019,Jazz,,Nigel Williams-Goss,placed on IL
12/7/2019,Knicks,,Wayne Ellington,placed on IL with left Achilles injury
12/7/2019,Pacers,,Malcolm Brogdon,placed on IL with right hand injury
12/8/2019,76ers,Joel Embiid,,activated from IL
12/8/2019,Blazers,Gary Trent Jr.,,activated from IL
12/8/2019,Hawks,Allen Crabbe,,activated from IL
12/8/2019,Hawks,Chandler Parsons,,activated from IL
12/8/2019,Hawks,De'Andre Hunter,,activated from IL
12/8/2019,Hornets,,Marvin Williams,placed on IL with sore right knee
12/8/2019,Lakers,,Rajon Rondo,placed on IL with strained left hamstring
12/8/2019,Mavericks,,Delon Wright,placed on IL with strained right adductor
12/8/2019,Mavericks,Ryan Broekhoff,,activated from IL
12/8/2019,Nuggets,Vlatko Cancar,,activated from IL
12/8/2019,Timberwolves,Andrew Wiggins,,activated from IL
12/8/2019,Timberwolves,Naz Reid,,activated from IL
12/9/2019,Bulls,Max Strus,,activated from IL
12/9/2019,Celtics,,Marcus Smart,placed on IL with left eye injury
12/9/2019,Celtics,,Robert Williams III,placed on IL with sore left hip
12/9/2019,Celtics,Gordon Hayward,,activated from IL
12/9/2019,Clippers,,JaMychal Green,placed on IL with tailbone injury
12/9/2019,Grizzlies,Ja Morant,,activated from IL
12/9/2019,Jazz,Nigel Williams-Goss,,activated from IL
12/9/2019,Pacers,Malcolm Brogdon,,activated from IL
12/9/2019,Rockets,,Tyson Chandler,placed on IL with illness
12/9/2019,Thunder,,Danilo Gallinari,placed on IL with sprained right ankle
12/9/2019,Warriors,Jacob Evans,,activated from IL
12/10/2019,76ers,Josh Richardson,,activated from IL
12/10/2019,Heat,,Justise Winslow,placed on IL with strained lower back
12/10/2019,Heat,K.Z. Okpala,,activated from IL
12/11/2019,Bucks,,Giannis Antetokounmpo,placed on IL with right quadricep injury
